Model_file,Sequence,Node-Clade,Model_cofactor,Pocket_volume
AncD-2_B002_V.pdb,AncD-2,AncD,V,1181.875
AncD-2_B003_V.pdb,AncD-2,AncD,V,1199.125
AncD-2_B004_V.pdb,AncD-2,AncD,V,1167.5
AncD-2_B005_V.pdb,AncD-2,AncD,V,1231.25
AncD-2_B006_V.pdb,AncD-2,AncD,V,1114.625
AncD-2_B007_V.pdb,AncD-2,AncD,V,1161.875
AncD-2_B008_V.pdb,AncD-2,AncD,V,1249.25
AncD-2_B009_V.pdb,AncD-2,AncD,V,1168.75
AncD-2_B010_V.pdb,AncD-2,AncD,V,1177
AncD-2_B011_V.pdb,AncD-2,AncD,V,1256.875
AncD-2_B012_V.pdb,AncD-2,AncD,V,1331.25
AncD-2_B013_V.pdb,AncD-2,AncD,V,1202.875
AncD-2_B014_V.pdb,AncD-2,AncD,V,1257.75
AncD-2_B015_V.pdb,AncD-2,AncD,V,1192.375
AncD-2_B016_V.pdb,AncD-2,AncD,V,1195.125
AncD-2_B017_V.pdb,AncD-2,AncD,V,1076.875
AncD-2_B018_V.pdb,AncD-2,AncD,V,1243.25
AncD-2_B019_V.pdb,AncD-2,AncD,V,1175.25
AncD-2_B020_V.pdb,AncD-2,AncD,V,1223.25
AncD-2_B021_V.pdb,AncD-2,AncD,V,1196.25
AncD-2_B022_V.pdb,AncD-2,AncD,V,1137.75
AncD-2_B023_V.pdb,AncD-2,AncD,V,1198.5
AncD-2_B024_V.pdb,AncD-2,AncD,V,1240
AncD-2_B025_V.pdb,AncD-2,AncD,V,1209.375
AncD-2_B026_V.pdb,AncD-2,AncD,V,1223.125
AncD-2_B027_V.pdb,AncD-2,AncD,V,1238.25
AncD-2_B028_V.pdb,AncD-2,AncD,V,1193.25
AncD-2_B029_V.pdb,AncD-2,AncD,V,1166.875
AncD-2_B030_V.pdb,AncD-2,AncD,V,1149.25
AncD-2_B031_V.pdb,AncD-2,AncD,V,1196.75
AncD-2_B032_V.pdb,AncD-2,AncD,V,1218.375
AncD-2_B033_V.pdb,AncD-2,AncD,V,1285.25
AncD-2_B034_V.pdb,AncD-2,AncD,V,1200.625
AncD-2_B035_V.pdb,AncD-2,AncD,V,1182.125
AncD-2_B036_V.pdb,AncD-2,AncD,V,1171.875
AncD-2_B037_V.pdb,AncD-2,AncD,V,1166.625
AncD-2_B038_V.pdb,AncD-2,AncD,V,1211
AncD-2_B039_V.pdb,AncD-2,AncD,V,1212.875
AncD-2_B040_V.pdb,AncD-2,AncD,V,1199
AncD-2_B041_V.pdb,AncD-2,AncD,V,1145.75
AncD-2_B042_V.pdb,AncD-2,AncD,V,1275.25
AncD-2_B043_V.pdb,AncD-2,AncD,V,1241.125
AncD-2_B044_V.pdb,AncD-2,AncD,V,1085.875
AncD-2_B045_V.pdb,AncD-2,AncD,V,1171.75
AncD-2_B046_V.pdb,AncD-2,AncD,V,1166
AncD-2_B047_V.pdb,AncD-2,AncD,V,1030
AncD-2_B048_V.pdb,AncD-2,AncD,V,1202.25
AncD-2_B049_V.pdb,AncD-2,AncD,V,1165
AncD-2_B050_V.pdb,AncD-2,AncD,V,1127.375
AncD-2_B051_V.pdb,AncD-2,AncD,V,1265.25
AncD-2_B052_V.pdb,AncD-2,AncD,V,1177.125
AncD-2_B053_V.pdb,AncD-2,AncD,V,1275.25
AncD-2_B054_V.pdb,AncD-2,AncD,V,1189.25
AncD-2_B055_V.pdb,AncD-2,AncD,V,1160.5
AncD-2_B056_V.pdb,AncD-2,AncD,V,1247
AncD-2_B057_V.pdb,AncD-2,AncD,V,1198.5
AncD-2_B058_V.pdb,AncD-2,AncD,V,1082.375
AncD-2_B059_V.pdb,AncD-2,AncD,V,1227.75
AncD-2_B060_V.pdb,AncD-2,AncD,V,1188.375
AncD-2_B061_V.pdb,AncD-2,AncD,V,1214
AncD-2_B062_V.pdb,AncD-2,AncD,V,1275.375
AncD-2_B063_V.pdb,AncD-2,AncD,V,1190.5
AncD-2_B064_V.pdb,AncD-2,AncD,V,1212.25
AncD-2_B065_V.pdb,AncD-2,AncD,V,1204.375
AncD-2_B066_V.pdb,AncD-2,AncD,V,1198.25
AncD-2_B067_V.pdb,AncD-2,AncD,V,1214.625
AncD-2_B068_V.pdb,AncD-2,AncD,V,1125.5
AncD-2_B069_V.pdb,AncD-2,AncD,V,1093.5
AncD-2_B070_V.pdb,AncD-2,AncD,V,1071.5
AncD-2_B071_V.pdb,AncD-2,AncD,V,1066.5
AncD-2_B072_V.pdb,AncD-2,AncD,V,1230.125
AncD-2_B073_V.pdb,AncD-2,AncD,V,1174.125
AncD-2_B074_V.pdb,AncD-2,AncD,V,1226.5
AncD-2_B075_V.pdb,AncD-2,AncD,V,1226.375
AncD-2_B076_V.pdb,AncD-2,AncD,V,1223.5
AncD-2_B077_V.pdb,AncD-2,AncD,V,1293.375
AncD-2_B078_V.pdb,AncD-2,AncD,V,1117.375
AncD-2_B079_V.pdb,AncD-2,AncD,V,1213.875
AncD-2_B080_V.pdb,AncD-2,AncD,V,1155.75
AncD-2_B081_V.pdb,AncD-2,AncD,V,1199.375
AncD-2_B082_V.pdb,AncD-2,AncD,V,1303.875
AncD-2_B083_V.pdb,AncD-2,AncD,V,1241
AncD-2_B084_V.pdb,AncD-2,AncD,V,1265.875
AncD-2_B085_V.pdb,AncD-2,AncD,V,1149.875
AncD-2_B086_V.pdb,AncD-2,AncD,V,1116.875
AncD-2_B087_V.pdb,AncD-2,AncD,V,1231.625
AncD-2_B088_V.pdb,AncD-2,AncD,V,1210
AncD-2_B089_V.pdb,AncD-2,AncD,V,1201.375
AncD-2_B090_V.pdb,AncD-2,AncD,V,1172.5
AncD-2_B091_V.pdb,AncD-2,AncD,V,1275.5
AncD-2_B092_V.pdb,AncD-2,AncD,V,1230.625
AncD-2_B093_V.pdb,AncD-2,AncD,V,1163.5
AncD-2_B094_V.pdb,AncD-2,AncD,V,1238.25
AncD-2_B095_V.pdb,AncD-2,AncD,V,1147.5
AncD-2_B096_V.pdb,AncD-2,AncD,V,1224.375
AncD-2_B097_V.pdb,AncD-2,AncD,V,1266.875
AncD-2_B098_V.pdb,AncD-2,AncD,V,1181.5
AncD-2_B099_V.pdb,AncD-2,AncD,V,1243.75
AncD-2_B100_V.pdb,AncD-2,AncD,V,1252.75
AncD-3_B001_V.pdb,AncD-3,AncD,V,1193.875
AncD-3_B002_V.pdb,AncD-3,AncD,V,1218.625
AncD-3_B003_V.pdb,AncD-3,AncD,V,1222.125
AncD-3_B004_V.pdb,AncD-3,AncD,V,1204
AncD-3_B005_V.pdb,AncD-3,AncD,V,1282.25
AncD-3_B006_V.pdb,AncD-3,AncD,V,1171
AncD-3_B007_V.pdb,AncD-3,AncD,V,1261.75
AncD-3_B008_V.pdb,AncD-3,AncD,V,1154
AncD-3_B009_V.pdb,AncD-3,AncD,V,1261.25
AncD-3_B010_V.pdb,AncD-3,AncD,V,1219.25
AncD-3_B011_V.pdb,AncD-3,AncD,V,1066.125
AncD-3_B012_V.pdb,AncD-3,AncD,V,1134
AncD-3_B013_V.pdb,AncD-3,AncD,V,1062.625
AncD-3_B014_V.pdb,AncD-3,AncD,V,1268.375
AncD-3_B015_V.pdb,AncD-3,AncD,V,1221.875
AncD-3_B016_V.pdb,AncD-3,AncD,V,1217.25
AncD-3_B017_V.pdb,AncD-3,AncD,V,1080.875
AncD-3_B018_V.pdb,AncD-3,AncD,V,977.875
AncD-3_B019_V.pdb,AncD-3,AncD,V,1082.625
AncD-3_B020_V.pdb,AncD-3,AncD,V,1246.375
AncD-3_B021_V.pdb,AncD-3,AncD,V,1180
AncD-3_B022_V.pdb,AncD-3,AncD,V,1217.625
AncD-3_B023_V.pdb,AncD-3,AncD,V,1238.125
AncD-3_B024_V.pdb,AncD-3,AncD,V,1229.625
AncD-3_B025_V.pdb,AncD-3,AncD,V,1141.625
AncD-3_B026_V.pdb,AncD-3,AncD,V,1133.5
AncD-3_B027_V.pdb,AncD-3,AncD,V,1166.375
AncD-3_B028_V.pdb,AncD-3,AncD,V,1180.75
AncD-3_B029_V.pdb,AncD-3,AncD,V,1218.375
AncD-3_B030_V.pdb,AncD-3,AncD,V,1224.375
AncD-3_B031_V.pdb,AncD-3,AncD,V,1225.875
AncD-3_B032_V.pdb,AncD-3,AncD,V,1290.125
AncD-3_B033_V.pdb,AncD-3,AncD,V,1294.625
AncD-3_B034_V.pdb,AncD-3,AncD,V,1118.875
AncD-3_B035_V.pdb,AncD-3,AncD,V,1165.125
AncD-3_B036_V.pdb,AncD-3,AncD,V,1158.5
AncD-3_B037_V.pdb,AncD-3,AncD,V,1215
AncD-3_B038_V.pdb,AncD-3,AncD,V,1237.875
AncD-3_B039_V.pdb,AncD-3,AncD,V,1043.375
AncD-3_B040_V.pdb,AncD-3,AncD,V,1140.875
AncD-3_B041_V.pdb,AncD-3,AncD,V,1287.625
AncD-3_B042_V.pdb,AncD-3,AncD,V,1137.25
AncD-3_B043_V.pdb,AncD-3,AncD,V,1162.375
AncD-3_B044_V.pdb,AncD-3,AncD,V,1164.875
AncD-3_B045_V.pdb,AncD-3,AncD,V,1181.625
AncD-3_B046_V.pdb,AncD-3,AncD,V,1222
AncD-3_B047_V.pdb,AncD-3,AncD,V,1226.25
AncD-3_B048_V.pdb,AncD-3,AncD,V,1113.25
AncD-3_B049_V.pdb,AncD-3,AncD,V,1229.5
AncD-3_B050_V.pdb,AncD-3,AncD,V,1228.5
AncD-3_B051_V.pdb,AncD-3,AncD,V,1190.625
AncD-3_B052_V.pdb,AncD-3,AncD,V,1240.75
AncD-3_B053_V.pdb,AncD-3,AncD,V,1239.25
AncD-3_B054_V.pdb,AncD-3,AncD,V,1271
AncD-3_B055_V.pdb,AncD-3,AncD,V,1137.125
AncD-3_B056_V.pdb,AncD-3,AncD,V,1226.5
AncD-3_B057_V.pdb,AncD-3,AncD,V,1331.125
AncD-3_B058_V.pdb,AncD-3,AncD,V,1212.25
AncD-3_B059_V.pdb,AncD-3,AncD,V,1188
AncD-3_B060_V.pdb,AncD-3,AncD,V,1206.5
AncD-3_B061_V.pdb,AncD-3,AncD,V,1200.25
AncD-3_B062_V.pdb,AncD-3,AncD,V,1026.375
AncD-3_B063_V.pdb,AncD-3,AncD,V,1168.125
AncD-3_B064_V.pdb,AncD-3,AncD,V,1102
AncD-3_B065_V.pdb,AncD-3,AncD,V,1294.75
AncD-3_B066_V.pdb,AncD-3,AncD,V,1279.375
AncD-3_B067_V.pdb,AncD-3,AncD,V,1265.625
AncD-3_B068_V.pdb,AncD-3,AncD,V,1239.75
AncD-3_B069_V.pdb,AncD-3,AncD,V,1265.25
AncD-3_B070_V.pdb,AncD-3,AncD,V,1214
AncD-3_B071_V.pdb,AncD-3,AncD,V,1246.25
AncD-3_B072_V.pdb,AncD-3,AncD,V,1187.875
AncD-3_B073_V.pdb,AncD-3,AncD,V,1167.5
AncD-3_B074_V.pdb,AncD-3,AncD,V,1243.375
AncD-3_B075_V.pdb,AncD-3,AncD,V,1228
AncD-3_B076_V.pdb,AncD-3,AncD,V,1196.25
AncD-3_B077_V.pdb,AncD-3,AncD,V,1209.875
AncD-3_B078_V.pdb,AncD-3,AncD,V,1125.625
AncD-3_B079_V.pdb,AncD-3,AncD,V,1176.125
AncD-3_B080_V.pdb,AncD-3,AncD,V,1212
AncD-3_B081_V.pdb,AncD-3,AncD,V,1214.25
AncD-3_B082_V.pdb,AncD-3,AncD,V,1262
AncD-3_B083_V.pdb,AncD-3,AncD,V,1216.75
AncD-3_B084_V.pdb,AncD-3,AncD,V,1144.5
AncD-3_B085_V.pdb,AncD-3,AncD,V,1213.25
AncD-3_B086_V.pdb,AncD-3,AncD,V,1251.5
AncD-3_B087_V.pdb,AncD-3,AncD,V,1093.125
AncD-3_B088_V.pdb,AncD-3,AncD,V,1137.875
AncD-3_B089_V.pdb,AncD-3,AncD,V,1208.25
AncD-3_B090_V.pdb,AncD-3,AncD,V,1185.875
AncD-3_B091_V.pdb,AncD-3,AncD,V,1111
AncD-3_B092_V.pdb,AncD-3,AncD,V,1174.625
AncD-3_B093_V.pdb,AncD-3,AncD,V,1126.75
AncD-3_B094_V.pdb,AncD-3,AncD,V,1192.75
AncD-3_B095_V.pdb,AncD-3,AncD,V,1235.625
AncD-3_B096_V.pdb,AncD-3,AncD,V,1255.25
AncD-3_B097_V.pdb,AncD-3,AncD,V,1135.5
AncD-3_B098_V.pdb,AncD-3,AncD,V,1084.75
AncD-3_B099_V.pdb,AncD-3,AncD,V,1231.5
AncD-3_B100_V.pdb,AncD-3,AncD,V,1105.5
AncD-4_B001_V.pdb,AncD-4,AncD,V,1180.375
AncD-4_B002_V.pdb,AncD-4,AncD,V,1165.625
AncD-4_B003_V.pdb,AncD-4,AncD,V,1223.375
AncD-4_B004_V.pdb,AncD-4,AncD,V,1261.875
AncD-4_B005_V.pdb,AncD-4,AncD,V,1256.125
AncD-4_B006_V.pdb,AncD-4,AncD,V,1270.25
AncD-4_B007_V.pdb,AncD-4,AncD,V,1175
AncD-4_B008_V.pdb,AncD-4,AncD,V,1264.5
AncD-4_B009_V.pdb,AncD-4,AncD,V,1315.125
AncD-4_B010_V.pdb,AncD-4,AncD,V,1181.125
AncD-4_B011_V.pdb,AncD-4,AncD,V,1243.25
AncD-4_B012_V.pdb,AncD-4,AncD,V,1196.625
AncD-4_B013_V.pdb,AncD-4,AncD,V,992.125
AncD-4_B014_V.pdb,AncD-4,AncD,V,1255.5
AncD-4_B015_V.pdb,AncD-4,AncD,V,1198
AncD-4_B016_V.pdb,AncD-4,AncD,V,1075.375
AncD-4_B017_V.pdb,AncD-4,AncD,V,1187
AncD-4_B018_V.pdb,AncD-4,AncD,V,1079.625
AncD-4_B019_V.pdb,AncD-4,AncD,V,1114.375
AncD-4_B020_V.pdb,AncD-4,AncD,V,1176.125
AncD-4_B021_V.pdb,AncD-4,AncD,V,1124.875
AncD-4_B022_V.pdb,AncD-4,AncD,V,1199.75
AncD-4_B023_V.pdb,AncD-4,AncD,V,1194.875
AncD-4_B024_V.pdb,AncD-4,AncD,V,1230.875
AncD-4_B025_V.pdb,AncD-4,AncD,V,1148.375
AncD-4_B026_V.pdb,AncD-4,AncD,V,1237.5
AncD-4_B027_V.pdb,AncD-4,AncD,V,1209.875
AncD-4_B028_V.pdb,AncD-4,AncD,V,1224.5
AncD-4_B029_V.pdb,AncD-4,AncD,V,1193
AncD-4_B030_V.pdb,AncD-4,AncD,V,1128.625
AncD-4_B031_V.pdb,AncD-4,AncD,V,1159.5
AncD-4_B032_V.pdb,AncD-4,AncD,V,1200.125
AncD-4_B033_V.pdb,AncD-4,AncD,V,1171.375
AncD-4_B034_V.pdb,AncD-4,AncD,V,1059.25
AncD-4_B035_V.pdb,AncD-4,AncD,V,1182.625
AncD-4_B036_V.pdb,AncD-4,AncD,V,1266.875
AncD-4_B037_V.pdb,AncD-4,AncD,V,1224.25
AncD-4_B038_V.pdb,AncD-4,AncD,V,1155.75
AncD-4_B039_V.pdb,AncD-4,AncD,V,1179.375
AncD-4_B040_V.pdb,AncD-4,AncD,V,1234.875
AncD-4_B041_V.pdb,AncD-4,AncD,V,1057.375
AncD-4_B042_V.pdb,AncD-4,AncD,V,1173.125
AncD-4_B043_V.pdb,AncD-4,AncD,V,1000.875
AncD-4_B044_V.pdb,AncD-4,AncD,V,1049.125
AncD-4_B045_V.pdb,AncD-4,AncD,V,1222.875
AncD-4_B046_V.pdb,AncD-4,AncD,V,1187.625
AncD-4_B047_V.pdb,AncD-4,AncD,V,1001.625
AncD-4_B048_V.pdb,AncD-4,AncD,V,1168
AncD-4_B049_V.pdb,AncD-4,AncD,V,1207.875
AncD-4_B050_V.pdb,AncD-4,AncD,V,1236.625
AncD-4_B051_V.pdb,AncD-4,AncD,V,1169.125
AncD-4_B052_V.pdb,AncD-4,AncD,V,1186.375
AncD-4_B053_V.pdb,AncD-4,AncD,V,1176.625
AncD-4_B054_V.pdb,AncD-4,AncD,V,1231.25
AncD-4_B055_V.pdb,AncD-4,AncD,V,1089.875
AncD-4_B056_V.pdb,AncD-4,AncD,V,1101.375
AncD-4_B057_V.pdb,AncD-4,AncD,V,1224.5
AncD-4_B058_V.pdb,AncD-4,AncD,V,1126.75
AncD-4_B059_V.pdb,AncD-4,AncD,V,1186.75
AncD-4_B060_V.pdb,AncD-4,AncD,V,1172.875
AncD-4_B061_V.pdb,AncD-4,AncD,V,1228.25
AncD-4_B062_V.pdb,AncD-4,AncD,V,1096.625
AncD-4_B063_V.pdb,AncD-4,AncD,V,1121.625
AncD-4_B064_V.pdb,AncD-4,AncD,V,1203
AncD-4_B065_V.pdb,AncD-4,AncD,V,1215.625
AncD-4_B066_V.pdb,AncD-4,AncD,V,1183.75
AncD-4_B067_V.pdb,AncD-4,AncD,V,1213
AncD-4_B068_V.pdb,AncD-4,AncD,V,1197.5
AncD-4_B069_V.pdb,AncD-4,AncD,V,1244.25
AncD-4_B070_V.pdb,AncD-4,AncD,V,1268.25
AncD-4_B071_V.pdb,AncD-4,AncD,V,1133.25
AncD-4_B072_V.pdb,AncD-4,AncD,V,1119.875
AncD-4_B073_V.pdb,AncD-4,AncD,V,1108.875
AncD-4_B074_V.pdb,AncD-4,AncD,V,1216.375
AncD-4_B075_V.pdb,AncD-4,AncD,V,1205
AncD-4_B076_V.pdb,AncD-4,AncD,V,1006.125
AncD-4_B077_V.pdb,AncD-4,AncD,V,1132.75
AncD-4_B078_V.pdb,AncD-4,AncD,V,1114.625
AncD-4_B079_V.pdb,AncD-4,AncD,V,1223.375
AncD-4_B080_V.pdb,AncD-4,AncD,V,1180.625
AncD-4_B081_V.pdb,AncD-4,AncD,V,1125.25
AncD-4_B082_V.pdb,AncD-4,AncD,V,1180.75
AncD-4_B083_V.pdb,AncD-4,AncD,V,1193.25
AncD-4_B084_V.pdb,AncD-4,AncD,V,1189
AncD-4_B085_V.pdb,AncD-4,AncD,V,1219.5
AncD-4_B086_V.pdb,AncD-4,AncD,V,1191.5
AncD-4_B087_V.pdb,AncD-4,AncD,V,1280.5
AncD-4_B088_V.pdb,AncD-4,AncD,V,1184.75
AncD-4_B089_V.pdb,AncD-4,AncD,V,1117.375
AncD-4_B090_V.pdb,AncD-4,AncD,V,1011.875
AncD-4_B091_V.pdb,AncD-4,AncD,V,1248.625
AncD-4_B092_V.pdb,AncD-4,AncD,V,1119.75
AncD-4_B093_V.pdb,AncD-4,AncD,V,1211.75
AncD-4_B094_V.pdb,AncD-4,AncD,V,1156.875
AncD-4_B095_V.pdb,AncD-4,AncD,V,1045.25
AncD-4_B096_V.pdb,AncD-4,AncD,V,1140.875
AncD-4_B097_V.pdb,AncD-4,AncD,V,1217.5
AncD-4_B098_V.pdb,AncD-4,AncD,V,1179.5
AncD-4_B099_V.pdb,AncD-4,AncD,V,1221.75
AncD-4_B100_V.pdb,AncD-4,AncD,V,1194.125
AncD-5_B001_V.pdb,AncD-5,AncD,V,1235
AncD-5_B002_V.pdb,AncD-5,AncD,V,1251.375
AncD-5_B003_V.pdb,AncD-5,AncD,V,1157.375
AncD-5_B004_V.pdb,AncD-5,AncD,V,1243.125
AncD-5_B005_V.pdb,AncD-5,AncD,V,1160
AncD-5_B006_V.pdb,AncD-5,AncD,V,1141.75
AncD-5_B007_V.pdb,AncD-5,AncD,V,1285.625
AncD-5_B008_V.pdb,AncD-5,AncD,V,1276
AncD-5_B009_V.pdb,AncD-5,AncD,V,1227.375
AncD-5_B010_V.pdb,AncD-5,AncD,V,1131.375
AncD-5_B011_V.pdb,AncD-5,AncD,V,1188.5
AncD-5_B012_V.pdb,AncD-5,AncD,V,1244.25
AncD-5_B013_V.pdb,AncD-5,AncD,V,1262
AncD-5_B014_V.pdb,AncD-5,AncD,V,1214.375
AncD-5_B015_V.pdb,AncD-5,AncD,V,1141.25
AncD-5_B016_V.pdb,AncD-5,AncD,V,1161.375
AncD-5_B017_V.pdb,AncD-5,AncD,V,1221.375
AncD-5_B018_V.pdb,AncD-5,AncD,V,1010
AncD-5_B019_V.pdb,AncD-5,AncD,V,1149
AncD-5_B020_V.pdb,AncD-5,AncD,V,1167
AncD-5_B021_V.pdb,AncD-5,AncD,V,1287.875
AncD-5_B022_V.pdb,AncD-5,AncD,V,1196.125
AncD-5_B023_V.pdb,AncD-5,AncD,V,1173.25
AncD-5_B024_V.pdb,AncD-5,AncD,V,1162.5
AncD-5_B025_V.pdb,AncD-5,AncD,V,1199.75
AncD-5_B026_V.pdb,AncD-5,AncD,V,1095.25
AncD-5_B027_V.pdb,AncD-5,AncD,V,1205.5
AncD-5_B028_V.pdb,AncD-5,AncD,V,1226.125
AncD-5_B029_V.pdb,AncD-5,AncD,V,1229.5
AncD-5_B030_V.pdb,AncD-5,AncD,V,1161.875
AncD-5_B031_V.pdb,AncD-5,AncD,V,1237.875
AncD-5_B032_V.pdb,AncD-5,AncD,V,1216.625
AncD-5_B033_V.pdb,AncD-5,AncD,V,1234.25
AncD-5_B034_V.pdb,AncD-5,AncD,V,1255.5
AncD-5_B035_V.pdb,AncD-5,AncD,V,1138.375
AncD-5_B036_V.pdb,AncD-5,AncD,V,1206
AncD-5_B037_V.pdb,AncD-5,AncD,V,1073.625
AncD-5_B038_V.pdb,AncD-5,AncD,V,1237.25
AncD-5_B039_V.pdb,AncD-5,AncD,V,1279.5
AncD-5_B040_V.pdb,AncD-5,AncD,V,1163.375
AncD-5_B041_V.pdb,AncD-5,AncD,V,1156.625
AncD-5_B042_V.pdb,AncD-5,AncD,V,1206.25
AncD-5_B043_V.pdb,AncD-5,AncD,V,1201.375
AncD-5_B044_V.pdb,AncD-5,AncD,V,1160.375
AncD-5_B045_V.pdb,AncD-5,AncD,V,1205.5
AncD-5_B046_V.pdb,AncD-5,AncD,V,1148.5
AncD-5_B047_V.pdb,AncD-5,AncD,V,1246.625
AncD-5_B048_V.pdb,AncD-5,AncD,V,1194.25
AncD-5_B049_V.pdb,AncD-5,AncD,V,1215.375
AncD-5_B050_V.pdb,AncD-5,AncD,V,1273.25
AncD-5_B051_V.pdb,AncD-5,AncD,V,1203.625
AncD-5_B052_V.pdb,AncD-5,AncD,V,1189
AncD-5_B053_V.pdb,AncD-5,AncD,V,1206.25
AncD-5_B054_V.pdb,AncD-5,AncD,V,1234
AncD-5_B055_V.pdb,AncD-5,AncD,V,1147.375
AncD-5_B056_V.pdb,AncD-5,AncD,V,1136.625
AncD-5_B057_V.pdb,AncD-5,AncD,V,1119.375
AncD-5_B058_V.pdb,AncD-5,AncD,V,1260.75
AncD-5_B059_V.pdb,AncD-5,AncD,V,1116.25
AncD-5_B060_V.pdb,AncD-5,AncD,V,1193.5
AncD-5_B061_V.pdb,AncD-5,AncD,V,1079.125
AncD-5_B062_V.pdb,AncD-5,AncD,V,1183.375
AncD-5_B063_V.pdb,AncD-5,AncD,V,1108
AncD-5_B064_V.pdb,AncD-5,AncD,V,1277.375
AncD-5_B065_V.pdb,AncD-5,AncD,V,1198.875
AncD-5_B066_V.pdb,AncD-5,AncD,V,1134.25
AncD-5_B067_V.pdb,AncD-5,AncD,V,1080.25
AncD-5_B068_V.pdb,AncD-5,AncD,V,1217
AncD-5_B069_V.pdb,AncD-5,AncD,V,1175.625
AncD-5_B070_V.pdb,AncD-5,AncD,V,1143.625
AncD-5_B071_V.pdb,AncD-5,AncD,V,1104.875
AncD-5_B072_V.pdb,AncD-5,AncD,V,1016.625
AncD-5_B073_V.pdb,AncD-5,AncD,V,1142.375
AncD-5_B074_V.pdb,AncD-5,AncD,V,1177.5
AncD-5_B075_V.pdb,AncD-5,AncD,V,1323.5
AncD-5_B076_V.pdb,AncD-5,AncD,V,1258.125
AncD-5_B077_V.pdb,AncD-5,AncD,V,1174.625
AncD-5_B078_V.pdb,AncD-5,AncD,V,1218.75
AncD-5_B079_V.pdb,AncD-5,AncD,V,1168.25
AncD-5_B080_V.pdb,AncD-5,AncD,V,1248.75
AncD-5_B081_V.pdb,AncD-5,AncD,V,1138.625
AncD-5_B082_V.pdb,AncD-5,AncD,V,1101.875
AncD-5_B083_V.pdb,AncD-5,AncD,V,1212.75
AncD-5_B084_V.pdb,AncD-5,AncD,V,1049
AncD-5_B085_V.pdb,AncD-5,AncD,V,1070.875
AncD-5_B086_V.pdb,AncD-5,AncD,V,1146.625
AncD-5_B087_V.pdb,AncD-5,AncD,V,1029.25
AncD-5_B088_V.pdb,AncD-5,AncD,V,1141.25
AncD-5_B089_V.pdb,AncD-5,AncD,V,1089.5
AncD-5_B090_V.pdb,AncD-5,AncD,V,1210.5
AncD-5_B091_V.pdb,AncD-5,AncD,V,1294.375
AncD-5_B092_V.pdb,AncD-5,AncD,V,1163.375
AncD-5_B093_V.pdb,AncD-5,AncD,V,1289.5
AncD-5_B094_V.pdb,AncD-5,AncD,V,1163
AncD-5_B095_V.pdb,AncD-5,AncD,V,1234.875
AncD-5_B096_V.pdb,AncD-5,AncD,V,1279
AncD-5_B097_V.pdb,AncD-5,AncD,V,1108.625
AncD-5_B098_V.pdb,AncD-5,AncD,V,1194.5
AncD-5_B099_V.pdb,AncD-5,AncD,V,1233.625
AncD-5_B100_V.pdb,AncD-5,AncD,V,1150.375
AncE-1_B001_V.pdb,AncE-1,AncE,V,1197.875
AncE-1_B002_V.pdb,AncE-1,AncE,V,1164.5
AncE-1_B003_V.pdb,AncE-1,AncE,V,1152.875
AncE-1_B004_V.pdb,AncE-1,AncE,V,1112
AncE-1_B005_V.pdb,AncE-1,AncE,V,1182.5
AncE-1_B006_V.pdb,AncE-1,AncE,V,1152.75
AncE-1_B007_V.pdb,AncE-1,AncE,V,1151.25
AncE-1_B008_V.pdb,AncE-1,AncE,V,1190
AncE-1_B009_V.pdb,AncE-1,AncE,V,1138.375
AncE-1_B010_V.pdb,AncE-1,AncE,V,1059.875
AncE-1_B011_V.pdb,AncE-1,AncE,V,1161.25
AncE-1_B012_V.pdb,AncE-1,AncE,V,1066.75
AncE-1_B013_V.pdb,AncE-1,AncE,V,1128.375
AncE-1_B014_V.pdb,AncE-1,AncE,V,1166.75
AncE-1_B015_V.pdb,AncE-1,AncE,V,1135.75
AncE-1_B016_V.pdb,AncE-1,AncE,V,1125.25
AncE-1_B017_V.pdb,AncE-1,AncE,V,1053.375
AncE-1_B018_V.pdb,AncE-1,AncE,V,1178.875
AncE-1_B019_V.pdb,AncE-1,AncE,V,1191.375
AncE-1_B020_V.pdb,AncE-1,AncE,V,1147
AncE-1_B021_V.pdb,AncE-1,AncE,V,1109.875
AncE-1_B022_V.pdb,AncE-1,AncE,V,1131.875
AncE-1_B023_V.pdb,AncE-1,AncE,V,1144.25
AncE-1_B024_V.pdb,AncE-1,AncE,V,1172.125
AncE-1_B025_V.pdb,AncE-1,AncE,V,1155.875
AncE-1_B026_V.pdb,AncE-1,AncE,V,1154.5
AncE-1_B027_V.pdb,AncE-1,AncE,V,1159.875
AncE-1_B028_V.pdb,AncE-1,AncE,V,1173.875
AncE-1_B029_V.pdb,AncE-1,AncE,V,1131
AncE-1_B030_V.pdb,AncE-1,AncE,V,1204.5
AncE-1_B031_V.pdb,AncE-1,AncE,V,1176.375
AncE-1_B032_V.pdb,AncE-1,AncE,V,1146.875
AncE-1_B033_V.pdb,AncE-1,AncE,V,1135.375
AncE-1_B034_V.pdb,AncE-1,AncE,V,1129
AncE-1_B035_V.pdb,AncE-1,AncE,V,1163
AncE-1_B036_V.pdb,AncE-1,AncE,V,1182.25
AncE-1_B037_V.pdb,AncE-1,AncE,V,1169.5
AncE-1_B038_V.pdb,AncE-1,AncE,V,1152.25
AncE-1_B039_V.pdb,AncE-1,AncE,V,1158.75
AncE-1_B040_V.pdb,AncE-1,AncE,V,1039.375
AncE-1_B041_V.pdb,AncE-1,AncE,V,1190.625
